pos	browser_phylop_allbr	phylop_allbr	phylop_dmel	phylop_dsim	isConsEl	is661	isCDS	isUTR5	isUTR3	isIntron	isIntergenic
11112516	4.83283	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112517	3.16707	3.219	0.046	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112518	-0.618756	-0.608	0.214	0.125	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112519	3.84852	3.902	0.041	0.025	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112520	1.04701	1.122	0.061	0.037	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112521	-0.31589	-0.291	0.134	0.08	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112522	5.59	5.59	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112523	3.62137	3.68	0.042	0.026	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112524	-0.467323	-0.4	0.143	0.086	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112525	5.43857	5.51	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112526	1.27416	1.298	0.049	0.03	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112527	0.516992	0.549	0.08	0.049	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112528	3.62137	3.632	0.043	0.027	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112529	1.87989	1.955	0.041	0.025	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112530	3.16707	3.205	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112531	3.16707	3.205	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112532	5.59	5.59	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112533	0.289843	0.353	0.089	0.054	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112534	3.24279	3.262	0.045	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112535	1.87989	1.887	0.072	0.044	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112536	0.0626929	0.138	0.102	0.062	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112537	5.59	5.59	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112538	3.62137	3.68	0.042	0.026	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112539	-0.770189	-0.706	-0.31	0.125	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112540	0.819858	0.823	0.065	0.04	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112541	0.441276	0.468	0.127	0.076	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112542	0.138409	0.157	0.144	0.086	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112543	1.95561	2.006	0.077	0.047	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112544	1.34987	1.365	0.062	0.038	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112545	-0.694472	-0.654	0.157	-1.661	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112546	1.80417	1.867	0.073	0.045	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112547	0.138409	0.207	0.098	0.059	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112548	1.80417	1.826	0.051	0.031	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112549	1.19844	1.247	0.093	0.056	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112550	-0.618756	-0.608	0.23	0.134	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112551	-0.543039	-0.506	0.144	0.086	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112552	3.16707	3.23	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112553	3.16707	3.23	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112554	1.27416	1.346	0.064	0.039	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112555	5.43857	5.51	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112556	3.7728	3.787	0.042	0.026	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112557	0.289843	0.298	0.131	0.078	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112558	2.10704	2.143	0.065	0.04	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112559	1.65274	1.681	0.043	0.027	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112560	-0.31589	-0.285	0.135	0.081	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112561	0.214126	0.283	0.094	0.057	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112562	0.365559	0.391	0.13	0.078	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112563	-0.0130236	0.054	0.153	0.091	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112564	5.59	5.59	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112565	2.71277	2.776	0.062	0.038	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112566	-0.543039	-0.509	0.209	0.122	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112567	3.7728	3.846	0.042	0.026	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112568	0.895575	0.941	0.064	0.039	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112569	0.744142	0.807	0.072	0.044	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112570	2.8642	2.897	0.034	0.021	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112571	0.289843	0.293	0.091	0.055	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112572	-0.0887402	-0.069	0.166	0.098	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112573	1.12272	1.128	0.061	0.038	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112574	1.19844	1.242	0.059	0.036	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112575	0.0626929	0.104	0.103	0.062	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112576	1.12272	1.17	0.093	0.056	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112577	1.12272	1.163	0.061	0.037	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112578	2.71277	2.778	0.062	0.038	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112579	3.7728	3.787	0.042	0.026	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112580	5.43857	5.51	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112581	-0.31589	-0.29	0.137	0.082	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112582	0.214126	0.28	0.09	0.054	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112583	3.16707	3.205	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112584	3.16707	3.205	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112585	5.59	5.59	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112586	5.43857	5.51	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112587	0.138409	0.207	0.098	0.06	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112588	2.8642	2.905	0.034	0.021	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112589	5.59	5.59	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112590	-0.0130236	0.048	0.108	0.065	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112591	5.43857	5.51	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112592	3.16707	3.205	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112593	-2.05737	-2.024	0.223	0.133	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112594	5.59	5.59	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112595	-1.90594	-1.881	0.218	0.129	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112596	-1.45164	-1.409	0.271	0.156	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112597	2.71277	2.726	0.063	0.038	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112598	3.16707	3.205	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112599	-0.845905	-0.798	0.139	0.098	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112600	3.16707	3.23	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112601	3.16707	3.23	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112602	-0.31589	-0.29	0.132	0.08	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112603	1.57702	1.606	0.042	0.026	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112604	5.59	5.59	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112605	0.0626929	0.093	0.105	0.063	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112606	5.59	5.59	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112607	-0.467323	-0.447	0.2	0.118	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112608	0.0626929	0.068	0.107	0.064	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112609	1.57702	1.623	0.053	0.032	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112610	0.592709	0.596	0.079	0.048	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112611	1.12272	1.127	0.061	0.038	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112612	3.84852	3.922	0.041	0.025	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112613	0.819858	0.855	0.068	0.041	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112614	0.365559	0.397	0.126	0.075	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112615	3.09135	3.097	0.047	0.029	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112616	3.16707	3.205	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112617	0.441276	0.453	0.082	0.05	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112618	4.6814	4.729	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112619	1.50131	1.57	0.045	0.027	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112620	0.819858	0.826	0.067	0.041	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112621	4.98427	5.027	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112622	0.895575	0.922	0.065	0.04	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112623	0.819858	0.868	-2.121	0.04	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112624	5.05998	5.099	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112625	1.65274	1.658	0.043	0.027	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112626	0.289843	0.319	0.091	0.055	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112627	3.84852	3.854	0.042	0.026	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112628	1.95561	2.02	0.078	0.048	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112629	1.87989	1.951	0.078	0.047	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112630	5.43857	5.51	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112631	1.87989	1.955	0.041	0.025	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112632	0.744142	0.777	0.108	0.065	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112633	5.59	5.59	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112634	1.95561	1.98	0.07	0.043	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112635	0.744142	0.759	0.08	0.049	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112636	5.59	5.59	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112637	5.59	5.59	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112638	-0.240173	-0.21	0.133	0.08	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112639	1.19844	1.212	0.096	0.058	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112640	1.04701	1.099	0.066	0.04	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112641	1.42559	1.453	0.091	0.055	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112642	5.43857	5.51	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112643	3.16707	3.205	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112644	0.138409	0.208	0.099	0.06	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112645	5.59	5.59	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112646	5.59	5.59	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112647	-0.0130236	0.028	0.11	0.066	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112648	3.62137	3.632	0.043	0.027	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112649	1.80417	1.81	0.081	0.049	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112650	-0.997339	-0.967	0.169	0.101	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112651	1.04701	1.065	0.068	0.042	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112652	1.04701	1.065	0.096	0.058	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112653	0.0626929	0.087	-1.595	0.063	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112654	2.25847	2.304	0.069	0.042	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112655	5.59	5.59	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112656	0.819858	0.843	0.11	0.066	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112657	5.43857	5.51	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112658	1.19844	1.231	0.06	0.036	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112659	2.71277	2.743	0.061	0.038	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112660	3.69709	3.729	0.042	0.026	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112661	5.59	5.59	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112662	0.138409	0.191	0.141	0.084	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112663	0.668425	0.675	0.114	0.069	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112664	0.441276	0.497	0.119	0.072	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112665	-1.22449	-1.149	0.178	0.106	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112666	2.8642	2.865	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112667	2.8642	2.865	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112668	0.138409	0.193	0.131	0.083	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112669	2.25847	2.28	0.067	0.041	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112670	0.516992	0.553	0.112	0.068	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112671	0.0626929	0.124	0.145	0.086	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112672	2.78849	2.842	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112673	2.78849	2.842	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112674	-0.0887402	-0.072	0.119	0.072	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112675	-0.0130236	0.046	0.108	0.065	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112676	1.19844	1.204	0.091	0.055	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112677	-1.83022	-1.796	-0.304	0.178	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112678	0.365559	0.4	0.087	0.053	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112679	0.138409	0.149	0.102	0.062	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112680	-0.0130236	0.019	0.111	0.067	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112681	1.72846	1.803	0.073	0.044	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112682	1.42559	1.481	0.048	0.03	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112683	-0.0130236	0.034	0.11	0.066	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112684	3.16707	3.219	0.046	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112685	4.90855	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112686	-0.0130236	0.013	0.111	0.067	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112687	4.83283	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112688	0.138409	0.207	0.096	0.058	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112689	0.289843	0.34	0.088	0.054	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112690	0.441276	0.498	0.085	0.052	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112691	-0.0130236	0.036	0.155	0.092	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112692	0.365559	0.395	0.087	0.053	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112693	4.90855	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112694	4.90855	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112695	0.214126	0.244	0.136	0.081	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112696	4.83283	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112697	-0.391606	-0.35	0.148	0.088	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112698	-0.0130236	-0.004	-1.543	0.095	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112699	4.90855	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112700	0.138409	0.179	0.137	0.082	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112701	-0.845905	-0.795	0.171	0.102	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112702	4.90855	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112703	1.50131	1.552	0.045	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112704	0.441276	0.482	0.083	0.05	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112705	4.83283	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112706	2.78849	2.842	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112707	-0.618756	-0.591	0.159	0.095	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112708	4.90855	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112709	0.516992	0.587	0.079	0.048	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112710	0.365559	0.398	0.085	0.009	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112711	4.90855	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112712	0.895575	0.952	0.066	0.04	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112713	2.78849	2.842	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112714	2.78849	2.842	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112715	4.90855	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112716	1.19844	1.199	0.061	0.037	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112717	4.83283	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112718	2.8642	2.865	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112719	-0.770189	-0.699	0.159	0.095	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112720	4.90855	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112721	4.83283	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112722	0.744142	0.78	0.069	0.042	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112723	2.78849	2.842	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112724	1.50131	1.532	0.046	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112725	0.214126	0.238	0.139	0.083	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112726	4.90855	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112727	2.18276	2.218	0.068	0.041	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112728	0.895575	0.924	0.066	0.04	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112729	4.83283	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112730	2.8642	2.865	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112731	1.04701	1.122	0.061	0.038	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112732	2.8642	2.865	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112733	4.83283	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112734	0.138409	0.201	0.095	0.058	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112735	4.90855	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112736	0.441276	0.474	0.083	0.051	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112737	-0.845905	-0.83	0.168	0.1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112738	2.8642	2.865	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112739	2.78849	2.842	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112740	-2.2088	-2.145	0.221	-1.264	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112741	2.78849	2.842	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112742	2.78849	2.842	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112743	-0.391606	-0.364	0.139	0.083	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112744	2.18276	2.213	0.069	0.042	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112745	0.668425	0.737	0.071	0.043	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112746	-1.52735	-1.457	-0.548	0.097	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112747	2.8642	2.865	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112748	2.8642	2.865	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112749	0.138409	0.182	0.099	0.06	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112750	4.90855	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112751	-0.391606	-0.337	0.194	0.114	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112752	-0.31589	-0.287	0.187	0.11	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112753	2.8642	2.865	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112754	2.78849	2.842	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112755	-0.0887402	-0.044	0.163	0.097	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112756	0.895575	0.917	0.059	0.036	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112757	0.365559	0.425	0.085	0.052	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112758	2.18276	2.202	0.069	0.042	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112759	4.90855	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112760	3.16707	3.219	0.046	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112761	0.0626929	0.075	0.106	0.064	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112762	3.3185	3.32	-3.043	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112763	2.8642	2.865	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112764	-0.164457	-0.134	0.127	0.076	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112765	1.50131	1.517	0.046	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112766	1.57702	1.64	0.045	0.027	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11112767	-1.14877	-1.077	-1.098	0.105	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
